2457847.75160 17.684 0.018 5.65 383.0
2457847.79792 17.703 0.016 4.66 366.0
2457847.85406 17.728 0.017 5.19 352.0
2457847.90312 17.697 0.016 4.62 344.0
2457848.73511 17.696 0.021 6.27 427.0
2457848.78101 17.722 0.017 5.26 346.0
2457848.82658 17.704 0.016 5.14 324.0
2457848.88462 17.673 0.015 4.37 326.0
2457849.71753 17.714 0.022 5.85 571.0
2457849.76304 17.664 0.016 4.92 441.0
2457849.80939 17.708 0.015 4.34 356.0
2457849.86606 17.703 0.013 3.76 347.0
2457849.91456 17.731 0.014 3.68 383.0
2457850.74473 17.721 0.021 5.57 512.0
2457850.79129 17.690 0.019 5.26 433.0
2457850.83846 17.700 0.015 4.30 364.0
2457850.89540 17.709 0.016 4.67 351.0
2457851.73157 17.708 0.024 6.05 606.0
2457851.77777 17.695 0.021 5.83 514.0
2457851.82412 17.706 0.018 5.11 450.0
2457851.88261 17.682 0.015 4.58 345.0
2457852.74317 17.651 0.028 7.64 551.0
2457852.85291 17.709 0.021 6.50 424.0
2457852.90228 17.726 0.021 6.60 344.0
2457853.86611 17.740 0.027 7.47 484.0
2457853.89088 17.702 0.021 5.97 457.0
2457853.92137 17.668 0.026 7.20 518.0
2457854.73154 17.734 0.019 4.47 701.0
2457854.77778 17.697 0.018 4.39 603.0
2457854.83339 17.690 0.019 4.86 554.0
2457854.88298 17.673 0.019 4.88 557.0
2457855.73069 17.694 0.019 4.17 768.0
2457855.77726 17.692 0.018 4.13 670.0
2457855.82386 17.732 0.020 4.71 636.0
2457855.88424 17.712 0.017 4.05 600.0
2457856.70659 17.742 0.032 7.02 769.0
2457856.75474 17.755 0.029 6.70 660.0
2457856.80328 17.715 0.021 5.31 599.0
2457856.85038 17.723 0.023 5.88 596.0
2457856.91028 17.747 0.027 6.46 585.0
2457857.80119 17.727 0.039 6.60 1398.0
2457857.85514 17.763 0.033 6.70 992.0
2457857.89704 17.700 0.026 5.95 780.0
2457858.77505 17.696 0.017 4.30 563.0
2457858.81185 17.703 0.018 4.73 579.0
2457858.84584 17.706 0.023 5.88 639.0
2457858.88861 17.740 0.021 5.50 541.0
2457862.68670 17.717 0.021 5.75 472.0
2457862.73403 17.752 0.021 5.75 450.0
2457862.78108 17.737 0.019 5.39 428.0
2457862.82814 17.690 0.019 5.33 437.0
2457862.87661 17.730 0.021 6.04 443.0
2457863.75880 17.726 0.023 6.88 400.0
2457863.81417 17.649 0.019 6.12 417.0
2457863.89076 17.713 0.017 4.61 434.0
2457864.71586 17.725 0.015 4.21 360.0
2457864.78801 17.703 0.013 3.59 351.0
2457864.84904 17.710 0.015 4.15 374.0
2457864.90073 17.711 0.015 4.24 418.0
2457865.69019 17.701 0.015 4.19 389.0
2457865.73587 17.722 0.016 4.49 390.0
2457865.78215 17.732 0.014 3.92 375.0
2457865.85710 17.692 0.014 3.39 425.0
2457865.90654 17.711 0.016 4.02 476.0
2457866.70122 17.687 0.016 4.40 400.0
2457866.74777 17.691 0.015 3.99 387.0
2457866.80356 17.701 0.014 4.14 378.0
2457866.86452 17.724 0.014 3.55 393.0
2457866.91208 17.694 0.014 3.20 420.0
2457867.72004 17.682 0.014 3.84 369.0
2457867.76689 17.705 0.013 3.46 348.0
